일자,매장,품번,시리즈,수량,매출,채널,영업사원,거래처
2026-01-22,매장_I,WC2127,WC2,1,169000,SSG,,
2026-01-22,매장_D,WC2142-N,WC2,1,290000,SSG,,
2026-01-22,매장_F,BF3101,BF3,2,308000,공식몰,,
2026-01-22,매장_I,BF3110,BF3,1,79000,공식몰,,
2026-01-22,매장_H,BF3114,BF3,2,222000,공식몰,,
2026-01-22,매장_D,BF3128,BF3,1,101000,공식몰,,
2026-01-22,매장_I,CW1501,CW1,2,1626000,공식몰,,
2026-01-22,매장_F,CW1508,CW1,1,469000,공식몰,,
2026-01-22,매장_B,CW1522,CW1,1,720000,공식몰,,
2026-01-22,매장_J,CW1525,CW1,1,848000,공식몰,,
2026-01-22,매장_A,RB1502,RB1,1,635000,공식몰,,
2026-01-22,매장_D,RB1504,RB1,2,798000,공식몰,,
2026-01-22,매장_C,RB1507,RB1,1,337915,공식몰,,
2026-01-22,매장_D,RB1513,RB1,1,340000,공식몰,,
2026-01-22,매장_D,RB1531,RB1,1,489000,공식몰,,
2026-01-22,매장_B,WC2103,WC2,1,95000,공식몰,,
2026-01-22,매장_D,WC2132,WC2,1,187000,공식몰,,
2026-01-22,매장_B,WC2137,WC2,1,81000,공식몰,,
2026-01-22,매장_E,WC2146,WC2,1,97000,공식몰,,
2026-01-22,매장_A,BF3116,BF3,1,45000,네이버,,
2026-01-22,매장_E,CW1507,CW1,1,381000,네이버,,
2026-01-22,매장_F,WC2107-N,WC2,1,294000,네이버,,
2026-01-22,매장_D,WC2113,WC2,1,151000,네이버,,
2026-01-22,매장_F,WC2120,WC2,3,843000,네이버,,
2026-01-22,매장_I,WC2120,WC2,5,1405000,네이버,,
2026-01-22,매장_J,WC2121-N,WC2,5,1245000,네이버,,
2026-01-22,매장_D,WC2138,WC2,2,316000,네이버,,
2026-01-22,매장_B,BF3116,BF3,1,45000,쿠팡,,
2026-01-22,매장_I,CW1514,CW1,2,1562000,쿠팡,,
2026-01-22,매장_D,CW1517,CW1,2,1248000,쿠팡,,
2026-01-22,매장_B,RB1501,RB1,1,368000,쿠팡,,
2026-01-22,매장_J,RB1505,RB1,5,2235000,쿠팡,,
2026-01-22,매장_F,RB1507,RB1,5,1925000,쿠팡,,
2026-01-22,매장_G,RB1508,RB1,1,369000,쿠팡,,
2026-01-22,매장_H,WC2133,WC2,3,291000,쿠팡,,
2026-01-23,,BF3103,BF3,1,88034,B2B,영업사원_09,거래처_A`
2026-01-23,,BF3104,BF3,1,126000,B2B,영업사원_07,거래처_A^
2026-01-23,,BF3108,BF3,1,164000,B2B,영업사원_10,거래처_Y
2026-01-23,,BF3110,BF3,1,79000,B2B,영업사원_07,거래처_F
2026-01-23,,BF3112,BF3,2,302000,B2B,영업사원_07,거래처_Ad
2026-01-23,,BF3120,BF3,20,2660000,B2B,영업사원_09,거래처_J
2026-01-23,,BF3123,BF3,5,590000,B2B,영업사원_08,거래처_B
2026-01-23,,BF3124,BF3,3,297000,B2B,영업사원_09,거래처_Ai
2026-01-23,,BF3124,BF3,1,99000,B2B,영업사원_07,거래처_Ap
2026-01-23,,BF3126,BF3,1,78000,B2B,영업사원_08,거래처_F
2026-01-23,,CW1502,CW1,2,944000,B2B,영업사원_09,거래처_E
2026-01-23,,CW1503,CW1,10,6050000,B2B,,거래처_Ai
2026-01-23,,CW1505,CW1,3,909000,B2B,영업사원_10,거래처_V
2026-01-23,,CW1507,CW1,2,762000,B2B,영업사원_07,거래처_A
2026-01-23,,CW1511,CW1,1,583000,B2B,영업사원_05,거래처_Af
2026-01-23,,CW1512,CW1,1,834000,B2B,영업사원_04,거래처_O
2026-01-23,,CW1514,CW1,1,781000,B2B,영업사원_01,거래처_Ah
2026-01-23,,CW1515,CW1,2,1606000,B2B,영업사원_09,거래처_K
2026-01-23,,CW1515,CW1,2,1606000,B2B,영업사원_09,거래처_E
2026-01-23,,CW1517,CW1,20,11865980,B2B,영업사원_08,거래처_Z
2026-01-23,,CW1525,CW1,2,1696000,B2B,영업사원_07,거래처_Ay
2026-01-23,,CW1525,CW1,1,848000,B2B,영업사원_06,거래처_K
2026-01-23,,RB1501,RB1,1,368000,B2B,영업사원_09,거래처_AJ
2026-01-23,,RB1511,RB1,2,662852,B2B,영업사원_10,거래처_AX
2026-01-23,,RB1511,RB1,2,702000,B2B,영업사원_07,거래처_Ak
2026-01-23,,RB1512,RB1,2,1244000,B2B,영업사원_06,거래처_Ad
2026-01-23,,RB1518,RB1,2,1288850,B2B,영업사원_05,거래처_Z
2026-01-23,,RB1519,RB1,2,872000,B2B,영업사원_02,거래처_S
2026-01-23,,RB1525,RB1,1,327000,B2B,영업사원_02,거래처_AX
2026-01-23,,RB1525,RB1,1,327000,B2B,영업사원_02,거래처_AS
2026-01-23,,RB1526,RB1,1,485000,B2B,영업사원_02,거래처_AF
2026-01-23,,RB1527,RB1,10,6710000,B2B,영업사원_05,거래처_Ak
2026-01-23,,RB1528,RB1,1,342000,B2B,영업사원_10,거래처_AP
2026-01-23,,RB1529,RB1,2,514000,B2B,영업사원_01,거래처_A]
2026-01-23,,RB1530,RB1,3,1002000,B2B,영업사원_02,거래처_Aa
2026-01-23,,RB1530,RB1,1,334000,B2B,영업사원_01,거래처_E
2026-01-23,,RB1532,RB1,1,248000,B2B,영업사원_02,거래처_K
2026-01-23,,RB1534,RB1,3,1074000,B2B,영업사원_07,거래처_Ac
2026-01-23,,RB1535,RB1,1,331000,B2B,영업사원_10,거래처_I
2026-01-23,,RB1536,RB1,1,344000,B2B,,거래처_A
2026-01-23,,RB1536,RB1,1,344000,B2B,영업사원_06,거래처_AF
2026-01-23,,RB1539,RB1,10,6730000,B2B,영업사원_07,거래처_L
2026-01-23,,WC2116,WC2,1,237000,B2B,영업사원_04,거래처_Y
2026-01-23,,WC2117,WC2,1,308000,B2B,영업사원_08,거래처_E
2026-01-23,,WC2117,WC2,1,308000,B2B,영업사원_05,거래처_AP
2026-01-23,,WC2119,WC2,1,194463,B2B,영업사원_06,거래처_T
2026-01-23,,WC2120,WC2,1,281000,B2B,영업사원_08,거래처_Aw
2026-01-23,,WC2122,WC2,3,537000,B2B,영업사원_07,거래처_At
2026-01-23,,WC2122,WC2,1,179000,B2B,영업사원_04,거래처_M
2026-01-23,,WC2125,WC2,2,192000,B2B,영업사원_10,거래처_F
2026-01-23,,WC2127,WC2,1,169000,B2B,영업사원_01,거래처_AK
2026-01-23,,WC2129,WC2,3,261000,B2B,영업사원_10,거래처_AV
2026-01-23,,WC2133,WC2,1,97000,B2B,영업사원_06,거래처_Ab
2026-01-23,,WC2134,WC2,3,615000,B2B,영업사원_03,거래처_Ap
2026-01-23,,WC2138,WC2,1,158000,B2B,영업사원_04,거래처_AB
2026-01-23,,WC2140,WC2,1,302000,B2B,영업사원_08,거래처_Ag
2026-01-23,,WC2145,WC2,1,269000,B2B,영업사원_06,거래처_Aa
2026-01-23,,WC2146,WC2,1,97000,B2B,영업사원_02,거래처_Ak
2026-01-23,,WC2147,WC2,2,480000,B2B,영업사원_10,거래처_A`
2026-01-23,,WC2148,WC2,5,1090700,B2B,영업사원_10,거래처_N
2026-01-23,,WC2149-N,WC2,1,213000,B2B,영업사원_08,거래처_Ac
2026-01-23,매장_I,BF3105,BF3,1,177000,SSG,,
2026-01-23,매장_F,CW1516,CW1,3,1245000,SSG,,
2026-01-23,매장_G,CW1517,CW1,2,1248000,SSG,,
2026-01-23,매장_B,CW1529,CW1,3,2334000,SSG,,
2026-01-23,매장_A,RB1521,RB1,1,295000,SSG,,
2026-01-23,매장_F,RB1533,RB1,1,441000,SSG,,
2026-01-23,매장_D,RB1536,RB1,5,1720000,SSG,,
2026-01-23,매장_C,WC2129,WC2,1,87000,SSG,,
2026-01-23,매장_A,BF3110,BF3,1,68742,공식몰,,
2026-01-23,매장_E,BF3119,BF3,1,179000,공식몰,,
2026-01-23,매장_C,BF3127,BF3,2,210000,공식몰,,
2026-01-23,매장_B,BF3129,BF3,1,173000,공식몰,,
2026-01-23,매장_F,CW1504,CW1,1,393045,공식몰,,
2026-01-23,매장_C,CW1509,CW1,1,812000,공식몰,,
2026-01-23,매장_C,CW1514,CW1,1,781000,공식몰,,
2026-01-23,매장_H,CW1517,CW1,1,624000,공식몰,,
2026-01-23,매장_H,CW1517,CW1,2,1248000,공식몰,,
2026-01-23,매장_A,CW1524,CW1,1,849000,공식몰,,
2026-01-23,매장_C,WC2120,WC2,1,281000,공식몰,,
2026-01-23,매장_B,WC2123,WC2,2,250000,공식몰,,
2026-01-23,매장_D,WC2126,WC2,1,193000,공식몰,,
2026-01-23,매장_A,WC2131,WC2,1,141713,공식몰,,
2026-01-23,매장_J,WC2147,WC2,1,240000,공식몰,,
2026-01-23,매장_F,BF3111,BF3,3,408000,네이버,,
2026-01-23,매장_H,BF3120,BF3,2,240914,네이버,,
2026-01-23,매장_D,CW1501,CW1,1,699693,네이버,,
2026-01-23,매장_B,RB1502,RB1,2,1270000,네이버,,
2026-01-23,매장_C,RB1506,RB1,1,576075,네이버,,
2026-01-23,매장_E,RB1509,RB1,1,299000,네이버,,
2026-01-23,매장_A,RB1532,RB1,1,248000,네이버,,
2026-01-23,매장_E,RB1536,RB1,1,344000,네이버,,
2026-01-23,매장_F,WC2105,WC2,1,94000,네이버,,
2026-01-23,매장_A,WC2124,WC2,1,300000,네이버,,
2026-01-23,매장_B,WC2126,WC2,1,179850,네이버,,
2026-01-23,매장_B,BF3127,BF3,1,105000,쿠팡,,
2026-01-23,매장_D,CW1503,CW1,2,1065328,쿠팡,,
2026-01-23,매장_E,CW1514,CW1,1,781000,쿠팡,,
2026-01-23,매장_C,CW1515,CW1,1,803000,쿠팡,,
2026-01-23,매장_D,CW1522,CW1,3,2160000,쿠팡,,
2026-01-23,매장_H,CW1530,CW1,2,1150000,쿠팡,,
2026-01-23,매장_I,RB1515,RB1,5,2520000,쿠팡,,
2026-01-23,매장_F,RB1529,RB1,1,257000,쿠팡,,
2026-01-23,매장_I,WC2104,WC2,1,288000,쿠팡,,
2026-01-23,매장_F,WC2118,WC2,3,654000,쿠팡,,
2026-01-24,,BF3108,BF3,5,820000,B2B,영업사원_10,거래처_F
2026-01-24,,BF3121,BF3,3,489000,B2B,영업사원_02,거래처_A
2026-01-24,,BF3127,BF3,10,1050000,B2B,영업사원_09,거래처_Ai
2026-01-24,,CW1503,CW1,3,1815000,B2B,영업사원_02,거래처_U
2026-01-24,,RB1502,RB1,2,1270000,B2B,영업사원_08,거래처_F
2026-01-24,,WC2116,WC2,1,237000,B2B,영업사원_08,거래처_AL
2026-01-24,,WC2125,WC2,1,96000,B2B,영업사원_01,거래처_B
2026-01-24,,WC2126,WC2,2,386000,B2B,영업사원_08,거래처_Az
2026-01-24,,WC2140,WC2,1,302000,B2B,영업사원_09,거래처_W
2026-01-24,매장_D,CW1510,CW1,1,698189,SSG,,
2026-01-24,매장_B,CW1529,CW1,1,778000,SSG,,
2026-01-24,매장_G,RB1517,RB1,1,541000,SSG,,
2026-01-24,매장_A,CW1505,CW1,1,303000,공식몰,,
2026-01-24,매장_A,CW1516,CW1,1,415000,공식몰,,
2026-01-24,매장_E,WC2101,WC2,1,194000,공식몰,,
2026-01-24,매장_J,BF3127,BF3,2,210000,네이버,,
2026-01-24,매장_H,BF3129,BF3,1,173000,네이버,,
2026-01-24,매장_G,CW1506,CW1,2,1258000,네이버,,
2026-01-24,매장_A,CW1506,CW1,2,1258000,네이버,,
2026-01-24,매장_C,CW1508,CW1,5,2187130,네이버,,
2026-01-24,매장_G,CW1525,CW1,1,848000,네이버,,
2026-01-24,매장_C,RB1514,RB1,5,2570000,네이버,,
2026-01-24,매장_G,RB1522,RB1,1,661000,네이버,,
2026-01-24,매장_E,RB1526,RB1,10,4381750,네이버,,
2026-01-24,매장_F,RB1514,RB1,3,1542000,쿠팡,,
2026-01-24,매장_I,RB1519,RB1,2,872000,쿠팡,,
2026-01-25,,BF3101,BF3,1,154000,B2B,영업사원_07,거래처_Am
2026-01-25,,BF3101,BF3,1,154000,B2B,영업사원_09,거래처_An
2026-01-25,,BF3105,BF3,2,354000,B2B,영업사원_06,거래처_Ai
2026-01-25,,BF3125,BF3,1,71000,B2B,영업사원_05,거래처_AU
2026-01-25,,BF3126,BF3,2,156000,B2B,,거래처_A`
2026-01-25,,CW1508,CW1,1,469000,B2B,영업사원_07,거래처_Ak
2026-01-25,,CW1508,CW1,3,1407000,B2B,영업사원_04,거래처_A
2026-01-25,,CW1509,CW1,3,2436000,B2B,영업사원_07,거래처_A~
2026-01-25,,CW1521,CW1,1,457000,B2B,영업사원_04,거래처_Aq
2026-01-25,,CW1526,CW1,1,700983,B2B,영업사원_07,거래처_AT
2026-01-25,,CW1526,CW1,1,792000,B2B,영업사원_05,거래처_AE
2026-01-25,,RB1522,RB1,1,661000,B2B,영업사원_06,거래처_A
2026-01-25,,RB1535,RB1,3,993000,B2B,영업사원_04,거래처_A[
2026-01-25,,WC2109,WC2,1,281000,B2B,영업사원_04,거래처_Aa
2026-01-25,,WC2143,WC2,1,208000,B2B,영업사원_02,거래처_A`
2026-01-25,,WC2143,WC2,1,208000,B2B,영업사원_07,거래처_AV
2026-01-25,매장_F,CW1520,CW1,3,1410000,SSG,,
2026-01-25,매장_G,RB1501,RB1,2,736000,SSG,,
2026-01-25,매장_C,RB1537,RB1,2,550000,SSG,,
2026-01-25,매장_E,WC2112,WC2,1,153000,SSG,,
2026-01-25,매장_A,BF3104,BF3,1,117158,공식몰,,
2026-01-25,매장_I,CW1521,CW1,2,914000,공식몰,,
2026-01-25,매장_E,CW1511,CW1,20,11660000,네이버,,
2026-01-25,매장_C,CW1515,CW1,1,803000,네이버,,
2026-01-25,매장_G,CW1523,CW1,5,1590000,네이버,,
2026-01-25,매장_C,CW1526,CW1,5,3960000,네이버,,
2026-01-25,매장_D,CW1529,CW1,1,778000,네이버,,
2026-01-25,매장_F,RB1521,RB1,3,885000,네이버,,
2026-01-25,매장_H,RB1536,RB1,2,688000,네이버,,
2026-01-25,매장_F,CW1525,CW1,1,848000,쿠팡,,
2026-01-25,매장_J,CW1526,CW1,1,715320,쿠팡,,
2026-01-25,매장_A,RB1522,RB1,5,3305000,쿠팡,,
2026-01-26,,BF3107,BF3,1,159000,B2B,영업사원_03,거래처_Y
2026-01-26,,BF3114,BF3,1,95137,B2B,영업사원_07,거래처_E
2026-01-26,,BF3120,BF3,1,133000,B2B,영업사원_07,거래처_AJ
2026-01-26,,BF3125,BF3,1,68587,B2B,영업사원_08,거래처_AL
2026-01-26,,CW1502,CW1,1,472000,B2B,영업사원_08,거래처_Au
2026-01-26,,CW1503,CW1,5,3025000,B2B,영업사원_06,거래처_E
2026-01-26,,CW1508,CW1,1,469000,B2B,영업사원_10,거래처_Am
2026-01-26,,CW1514,CW1,1,781000,B2B,영업사원_06,거래처_Au
2026-01-26,,CW1515,CW1,1,696900,B2B,영업사원_03,거래처_Ax
2026-01-26,,CW1517,CW1,2,1248000,B2B,영업사원_07,거래처_Am
2026-01-26,,CW1525,CW1,5,4240000,B2B,영업사원_03,거래처_Ap
2026-01-26,,RB1502,RB1,1,635000,B2B,영업사원_02,거래처_AP
2026-01-26,,RB1502,RB1,2,1270000,B2B,영업사원_03,거래처_H
2026-01-26,,RB1520,RB1,1,391000,B2B,영업사원_05,거래처_AX
2026-01-26,,RB1521,RB1,2,590000,B2B,영업사원_03,거래처_O
2026-01-26,,RB1521,RB1,1,295000,B2B,영업사원_05,거래처_AH
2026-01-26,,RB1524,RB1,2,494000,B2B,영업사원_06,거래처_W
2026-01-26,,RB1539,RB1,1,602972,B2B,영업사원_04,거래처_A\
2026-01-26,,WC2108,WC2,2,478000,B2B,영업사원_06,거래처_A{
2026-01-26,,WC2109,WC2,1,281000,B2B,,거래처_AR
2026-01-26,,WC2114-N,WC2,2,362000,B2B,영업사원_10,거래처_AF
2026-01-26,,WC2115,WC2,2,436254,B2B,영업사원_10,거래처_A
2026-01-26,,WC2116,WC2,1,237000,B2B,영업사원_01,거래처_A^
2026-01-26,,WC2116,WC2,1,201452,B2B,영업사원_01,거래처_AF
2026-01-26,,WC2120,WC2,2,562000,B2B,영업사원_08,거래처_AK
2026-01-26,,WC2127,WC2,1,169000,B2B,영업사원_10,거래처_AD
2026-01-26,,WC2133,WC2,1,97000,B2B,영업사원_06,거래처_AA
2026-01-26,,WC2137,WC2,1,81000,B2B,영업사원_07,거래처_Z
2026-01-26,,WC2137,WC2,3,243000,B2B,영업사원_05,거래처_A
2026-01-26,,WC2138,WC2,1,158000,B2B,영업사원_04,거래처_AR
2026-01-26,,WC2139,WC2,1,182000,B2B,영업사원_06,거래처_Z
2026-01-26,,WC2141,WC2,1,235000,B2B,영업사원_02,거래처_Aw
2026-01-26,,WC2141,WC2,2,470000,B2B,영업사원_04,거래처_W
2026-01-26,,WC2142-N,WC2,1,290000,B2B,영업사원_10,거래처_U
2026-01-26,,WC2142-N,WC2,1,264226,B2B,영업사원_08,거래처_U
2026-01-26,,WC2149-N,WC2,1,187759,B2B,영업사원_04,거래처_AU
2026-01-26,매장_J,CW1502,CW1,1,472000,SSG,,
2026-01-26,매장_C,CW1516,CW1,2,830000,SSG,,
2026-01-26,매장_F,CW1518,CW1,1,417000,SSG,,
2026-01-26,매장_E,RB1513,RB1,2,620040,SSG,,
2026-01-26,매장_C,RB1514,RB1,5,2570000,SSG,,
2026-01-26,매장_D,WC2126,WC2,1,193000,SSG,,
2026-01-26,매장_G,WC2128-N,WC2,3,665757,SSG,,
2026-01-26,매장_E,WC2146,WC2,2,194000,SSG,,
2026-01-26,매장_H,WC2149-N,WC2,1,201735,SSG,,
2026-01-26,매장_E,BF3106,BF3,5,390000,공식몰,,
2026-01-26,매장_G,BF3122,BF3,1,81000,공식몰,,
2026-01-26,매장_C,CW1520,CW1,2,940000,공식몰,,
2026-01-26,매장_I,RB1503,RB1,20,9920000,공식몰,,
2026-01-26,매장_E,RB1517,RB1,1,464196,공식몰,,
2026-01-26,매장_H,RB1517,RB1,1,505295,공식몰,,
2026-01-26,매장_E,RB1517,RB1,1,541000,공식몰,,
2026-01-26,매장_D,RB1535,RB1,5,1655000,공식몰,,
2026-01-26,매장_J,RB1540,RB1,1,365000,공식몰,,
2026-01-26,매장_D,RB1540,RB1,1,365000,공식몰,,
2026-01-26,매장_A,WC2122,WC2,3,537000,공식몰,,
2026-01-26,매장_B,WC2126,WC2,1,193000,공식몰,,
2026-01-26,매장_C,WC2144,WC2,3,879000,공식몰,,
2026-01-26,매장_E,BF3129,BF3,10,1730000,네이버,,
2026-01-26,매장_J,RB1503,RB1,2,992000,네이버,,
2026-01-26,매장_D,RB1504,RB1,1,399000,네이버,,
2026-01-26,매장_I,RB1531,RB1,2,855978,네이버,,
2026-01-26,매장_C,WC2103,WC2,1,95000,네이버,,
2026-01-26,매장_J,WC2106,WC2,1,276000,네이버,,
2026-01-26,매장_J,WC2118,WC2,1,218000,네이버,,
2026-01-26,매장_H,WC2119,WC2,1,221000,네이버,,
2026-01-26,매장_E,WC2142-N,WC2,2,494244,네이버,,
2026-01-26,매장_D,WC2150,WC2,10,1630000,네이버,,
2026-01-26,매장_J,BF3111,BF3,2,272000,쿠팡,,
2026-01-26,매장_E,BF3117,BF3,1,59022,쿠팡,,
2026-01-26,매장_E,BF3130,BF3,2,304000,쿠팡,,
2026-01-26,매장_D,CW1523,CW1,3,954000,쿠팡,,
2026-01-26,매장_C,RB1507,RB1,1,385000,쿠팡,,
2026-01-26,매장_J,RB1516,RB1,2,856000,쿠팡,,
2026-01-26,매장_G,RB1523,RB1,2,1258000,쿠팡,,
2026-01-26,매장_F,WC2141,WC2,1,235000,쿠팡,,
2026-01-26,매장_I,WC2146,WC2,1,83591,쿠팡,,
2026-01-27,,BF3104,BF3,1,126000,B2B,영업사원_08,거래처_Ac
2026-01-27,,BF3107,BF3,5,795000,B2B,영업사원_03,거래처_AN
2026-01-27,,BF3108,BF3,1,164000,B2B,영업사원_08,거래처_AI
2026-01-27,,BF3111,BF3,5,615295,B2B,영업사원_02,거래처_AQ
2026-01-27,,BF3111,BF3,1,136000,B2B,영업사원_06,거래처_Au
2026-01-27,,BF3116,BF3,3,135000,B2B,영업사원_02,거래처_AQ
2026-01-27,,BF3119,BF3,1,165130,B2B,영업사원_09,거래처_AK
2026-01-27,,BF3122,BF3,1,81000,B2B,영업사원_08,거래처_L
2026-01-27,,BF3122,BF3,1,81000,B2B,영업사원_03,거래처_A
2026-01-27,,BF3123,BF3,1,118000,B2B,영업사원_10,거래처_E
2026-01-27,,BF3127,BF3,3,315000,B2B,영업사원_03,거래처_Ao
2026-01-27,,CW1503,CW1,1,605000,B2B,영업사원_01,거래처_Ab
2026-01-27,,CW1503,CW1,2,1210000,B2B,,거래처_D
2026-01-27,,CW1505,CW1,1,303000,B2B,영업사원_01,거래처_E
2026-01-27,,CW1506,CW1,1,629000,B2B,영업사원_04,거래처_Ao
2026-01-27,,CW1507,CW1,1,381000,B2B,영업사원_05,거래처_Aa
2026-01-27,,CW1508,CW1,1,469000,B2B,영업사원_10,거래처_Af
2026-01-27,,CW1512,CW1,1,834000,B2B,영업사원_06,거래처_A|
2026-01-27,,CW1522,CW1,1,720000,B2B,영업사원_05,거래처_D
2026-01-27,,CW1526,CW1,3,2062431,B2B,영업사원_06,거래처_K
2026-01-27,,CW1529,CW1,2,1397382,B2B,영업사원_08,거래처_AB
2026-01-27,,RB1501,RB1,1,368000,B2B,영업사원_06,거래처_Al
2026-01-27,,RB1502,RB1,1,635000,B2B,영업사원_03,거래처_Ai
2026-01-27,,RB1503,RB1,1,496000,B2B,영업사원_08,거래처_K
2026-01-27,,RB1504,RB1,2,715098,B2B,영업사원_03,거래처_AS
2026-01-27,,RB1505,RB1,20,8940000,B2B,영업사원_02,거래처_Ay
2026-01-27,,RB1505,RB1,2,894000,B2B,영업사원_06,거래처_B
2026-01-27,,RB1506,RB1,2,1286000,B2B,영업사원_01,거래처_X
2026-01-27,,RB1507,RB1,1,385000,B2B,영업사원_04,거래처_Ag
2026-01-27,,RB1512,RB1,3,1866000,B2B,영업사원_05,거래처_Y
2026-01-27,,RB1513,RB1,20,6800000,B2B,영업사원_02,거래처_K
2026-01-27,,RB1513,RB1,1,340000,B2B,영업사원_07,거래처_Ak
2026-01-27,,RB1516,RB1,5,1893860,B2B,영업사원_09,거래처_Ab
2026-01-27,,RB1520,RB1,1,391000,B2B,영업사원_07,거래처_E
2026-01-27,,RB1522,RB1,1,661000,B2B,영업사원_04,거래처_Ar
2026-01-27,,RB1525,RB1,1,327000,B2B,영업사원_04,거래처_F
2026-01-27,,RB1525,RB1,20,6540000,B2B,영업사원_03,거래처_E
2026-01-27,,RB1530,RB1,5,1670000,B2B,영업사원_07,거래처_Aj
2026-01-27,,RB1530,RB1,1,334000,B2B,영업사원_04,거래처_Ab
2026-01-27,,RB1532,RB1,1,248000,B2B,영업사원_08,거래처_AX
2026-01-27,,RB1534,RB1,1,358000,B2B,영업사원_04,거래처_A
2026-01-27,,WC2101,WC2,2,388000,B2B,영업사원_09,거래처_H
2026-01-27,,WC2101,WC2,1,175823,B2B,영업사원_10,거래처_Ab
2026-01-27,,WC2103,WC2,2,190000,B2B,영업사원_06,거래처_AG
2026-01-27,,WC2107-N,WC2,1,294000,B2B,영업사원_07,거래처_A_
2026-01-27,,WC2107-N,WC2,1,294000,B2B,영업사원_04,거래처_M
2026-01-27,,WC2107-N,WC2,3,882000,B2B,영업사원_06,거래처_AS
2026-01-27,,WC2109,WC2,10,2693990,B2B,영업사원_01,거래처_AZ
2026-01-27,,WC2111,WC2,1,204000,B2B,영업사원_06,거래처_S
2026-01-27,,WC2111,WC2,1,192224,B2B,영업사원_06,거래처_Q
2026-01-27,,WC2112,WC2,1,153000,B2B,영업사원_07,거래처_E
2026-01-27,,WC2118,WC2,1,218000,B2B,영업사원_03,거래처_F
2026-01-27,,WC2126,WC2,2,386000,B2B,영업사원_09,거래처_AL
2026-01-27,,WC2130,WC2,2,512000,B2B,영업사원_04,거래처_As
2026-01-27,,WC2131,WC2,2,276222,B2B,영업사원_01,거래처_B
2026-01-27,,WC2134,WC2,1,205000,B2B,영업사원_10,거래처_V
2026-01-27,,WC2135-N,WC2,3,900000,B2B,영업사원_06,거래처_Az
2026-01-27,,WC2136,WC2,10,2106810,B2B,영업사원_03,거래처_M
2026-01-27,,WC2137,WC2,1,81000,B2B,영업사원_05,거래처_AI
2026-01-27,,WC2140,WC2,2,604000,B2B,영업사원_02,거래처_AX
2026-01-27,,WC2144,WC2,2,586000,B2B,영업사원_03,거래처_Ae
2026-01-27,,WC2147,WC2,1,240000,B2B,영업사원_02,거래처_A^
2026-01-27,,WC2148,WC2,1,238000,B2B,영업사원_03,거래처_Ag
2026-01-27,매장_G,BF3120,BF3,2,266000,SSG,,
2026-01-27,매장_G,CW1501,CW1,1,813000,SSG,,
2026-01-27,매장_D,CW1525,CW1,1,848000,SSG,,
2026-01-27,매장_A,WC2106,WC2,1,276000,SSG,,
2026-01-27,매장_B,WC2111,WC2,1,204000,SSG,,
2026-01-27,매장_C,WC2111,WC2,1,204000,SSG,,
2026-01-27,매장_C,WC2114-N,WC2,1,181000,SSG,,
2026-01-27,매장_I,BF3106,BF3,1,78000,공식몰,,
2026-01-27,매장_C,BF3106,BF3,1,78000,공식몰,,
2026-01-27,매장_C,BF3109,BF3,1,134221,공식몰,,
2026-01-27,매장_D,BF3122,BF3,2,162000,공식몰,,
2026-01-27,매장_H,CW1505,CW1,2,606000,공식몰,,
2026-01-27,매장_C,CW1516,CW1,1,415000,공식몰,,
2026-01-27,매장_I,CW1520,CW1,2,940000,공식몰,,
2026-01-27,매장_J,RB1507,RB1,10,3850000,공식몰,,
2026-01-27,매장_B,RB1523,RB1,3,1887000,공식몰,,
2026-01-27,매장_I,RB1537,RB1,10,2750000,공식몰,,
2026-01-27,매장_C,WC2118,WC2,1,218000,공식몰,,
2026-01-27,매장_I,WC2134,WC2,1,205000,공식몰,,
2026-01-27,매장_A,WC2135-N,WC2,1,300000,공식몰,,
2026-01-27,매장_C,WC2142-N,WC2,1,290000,공식몰,,
2026-01-27,매장_B,BF3102,BF3,3,411000,네이버,,
2026-01-27,매장_G,BF3112,BF3,1,151000,네이버,,
2026-01-27,매장_G,BF3116,BF3,1,45000,네이버,,
2026-01-27,매장_A,BF3119,BF3,2,358000,네이버,,
2026-01-27,매장_F,BF3122,BF3,1,81000,네이버,,
2026-01-27,매장_A,BF3128,BF3,3,303000,네이버,,
2026-01-27,매장_I,CW1502,CW1,1,472000,네이버,,
2026-01-27,매장_B,CW1521,CW1,1,457000,네이버,,
2026-01-27,매장_G,CW1526,CW1,2,1584000,네이버,,
2026-01-27,매장_E,CW1529,CW1,2,1556000,네이버,,
2026-01-27,매장_D,RB1504,RB1,1,399000,네이버,,
2026-01-27,매장_G,RB1507,RB1,1,385000,네이버,,
2026-01-27,매장_A,RB1507,RB1,1,385000,네이버,,
2026-01-27,매장_C,RB1511,RB1,2,702000,네이버,,
2026-01-27,매장_J,RB1523,RB1,2,1258000,네이버,,
2026-01-27,매장_F,RB1527,RB1,10,6710000,네이버,,
2026-01-27,매장_I,RB1531,RB1,1,489000,네이버,,
2026-01-27,매장_E,WC2110,WC2,1,91764,네이버,,
2026-01-27,매장_G,BF3120,BF3,1,133000,쿠팡,,
2026-01-27,매장_C,CW1504,CW1,2,892000,쿠팡,,
2026-01-27,매장_F,CW1516,CW1,3,1245000,쿠팡,,
2026-01-27,매장_H,CW1523,CW1,1,318000,쿠팡,,
2026-01-27,매장_D,WC2101,WC2,1,194000,쿠팡,,
2026-01-27,매장_C,WC2133,WC2,3,291000,쿠팡,,
